"location","date","year","time_period","diameter","years_past","wasting"
"Best Point",2025-01-27,"2025","present",23,0,"present"
"Best Point",2025-01-27,"2025","present",26.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",11,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",22,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",21.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",20,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",19.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",23,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",21.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",34,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",18,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",14.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",23.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",17.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",7,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",17,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",20,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",26.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",23.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",26.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",45,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",22,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",22.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",34,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",19,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",21,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",20.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",19.5,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",22,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",21,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",27,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",20,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",8,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",21,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",7,0,"present"
"Lone Rock Point",2025-01-27,"2025","present",20.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",23.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",22,0,"present"
"Boulder Island",2025-02-05,"2025","present",16,0,"present"
"Boulder Island",2025-02-05,"2025","present",19,0,"present"
"Boulder Island",2025-02-05,"2025","present",11,0,"present"
"Boulder Island",2025-02-05,"2025","present",10,0,"present"
"Boulder Island",2025-02-05,"2025","present",24,0,"present"
"Boulder Island",2025-02-05,"2025","present",12.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",30,0,"present"
"Boulder Island",2025-02-05,"2025","present",9.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",22,0,"present"
"Boulder Island",2025-02-05,"2025","present",8.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",6.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",24,0,"present"
"Boulder Island",2025-02-05,"2025","present",8,0,"present"
"Boulder Island",2025-02-05,"2025","present",9,0,"present"
"Boulder Island",2025-02-05,"2025","present",8.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",24.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",34,0,"present"
"Boulder Island",2025-02-05,"2025","present",30,0,"present"
"Boulder Island",2025-02-05,"2025","present",26.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",26,0,"present"
"Boulder Island",2025-02-05,"2025","present",8,0,"present"
"Boulder Island",2025-02-05,"2025","present",20.5,0,"present"
"Boulder Island",2025-02-05,"2025","present",8,0,"present"
"Boulder Island",2025-02-05,"2025","present",8,0,"present"
"Boulder Island",2025-02-05,"2025","present",13,0,"present"
"Twin Island",2025-02-05,"2025","present",18,0,"present"
"Twin Island",2025-02-05,"2025","present",15,0,"present"
"Twin Island",2025-02-05,"2025","present",23.5,0,"present"
"Twin Island",2025-02-05,"2025","present",16,0,"present"
"Twin Island",2025-02-05,"2025","present",12.5,0,"present"
"Twin Island",2025-02-05,"2025","present",25.5,0,"present"
"Twin Island",2025-02-05,"2025","present",33,0,"present"
"Twin Island",2025-02-05,"2025","present",20.5,0,"present"
"Twin Island",2025-02-05,"2025","present",21,0,"present"
"Twin Island",2025-02-05,"2025","present",16,0,"present"
"Twin Island",2025-02-05,"2025","present",18,0,"present"
"Twin Island",2025-02-05,"2025","present",18,0,"present"
"Twin Island",2025-02-05,"2025","present",15,0,"present"
"Twin Island",2025-02-05,"2025","present",25.5,0,"present"
"Twin Island",2025-02-05,"2025","present",10,0,"present"
"Twin Island",2025-02-05,"2025","present",23,0,"present"
"Twin Island",2025-02-05,"2025","present",15.5,0,"present"
"Twin Island",2025-02-05,"2025","present",23,0,"present"
"Twin Island",2025-02-05,"2025","present",12,0,"present"
"Twin Island",2025-02-05,"2025","present",23.5,0,"present"
"Twin Island",2025-02-05,"2025","present",21,0,"present"
"Twin Island",2025-02-05,"2025","present",14,0,"present"
"Twin Island",2025-02-05,"2025","present",15.5,0,"present"
"Twin Island",2025-02-05,"2025","present",20.5,0,"present"
"Twin Island",2025-02-05,"2025","present",18,0,"present"
"Twin Island",2025-02-05,"2025","present",21,0,"present"
"Boulder Island",2025-03-12,"2025","present",25.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",12.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",10,0,"present"
"Boulder Island",2025-03-12,"2025","present",12,0,"present"
"Boulder Island",2025-03-12,"2025","present",14.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",35.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",7.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",10.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",20.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",19.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",12.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",22,0,"present"
"Boulder Island",2025-03-12,"2025","present",12.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",8,0,"present"
"Boulder Island",2025-03-12,"2025","present",12.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",11.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",13,0,"present"
"Boulder Island",2025-03-12,"2025","present",12.5,0,"present"
"Boulder Island",2025-03-12,"2025","present",12,0,"present"
"Boulder Island",2025-03-12,"2025","present",8,0,"present"
"Boulder Island",2025-03-12,"2025","present",10,0,"present"
"Boulder Island",2025-03-12,"2025","present",12,0,"present"
"Boulder Island",2025-03-12,"2025","present",23,0,"present"
"Boulder Island",2025-03-12,"2025","present",12,0,"present"
"Jug Island",2025-03-12,"2025","present",29,0,"present"
"Jug Island",2025-03-12,"2025","present",33,0,"present"
"Jug Island",2025-03-12,"2025","present",20,0,"present"
"Jug Island",2025-03-12,"2025","present",26,0,"present"
"Jug Island",2025-03-12,"2025","present",25.5,0,"present"
"Jug Island",2025-03-12,"2025","present",20.5,0,"present"
"Jug Island",2025-03-12,"2025","present",24.5,0,"present"
"Jug Island",2025-03-12,"2025","present",30.5,0,"present"
"Jug Island",2025-03-12,"2025","present",24,0,"present"
"Jug Island",2025-03-12,"2025","present",28,0,"present"
"Jug Island",2025-03-12,"2025","present",33,0,"present"
"Jug Island",2025-03-12,"2025","present",35.5,0,"present"
"Jug Island",2025-03-12,"2025","present",35,0,"present"
"Jug Island",2025-03-12,"2025","present",26,0,"present"
"Jug Island",2025-03-12,"2025","present",22.5,0,"present"
"Jug Island",2025-03-12,"2025","present",25,0,"present"
"Jug Island",2025-03-12,"2025","present",28,0,"present"
"Jug Island",2025-03-12,"2025","present",19,0,"present"
"Jug Island",2025-03-12,"2025","present",31,0,"present"
"Jug Island",2025-03-12,"2025","present",28,0,"present"
"Jug Island",2025-03-12,"2025","present",27.5,0,"present"
"Jug Island",2025-03-12,"2025","present",30,0,"present"
"Jug Island",2025-03-12,"2025","present",35,0,"present"
"Jug Island",2025-03-12,"2025","present",28.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",22,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",13,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",23,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",22.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",23,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",23.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",24,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",24.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",30,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",24,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",24,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",25,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",19.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",25,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",28,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",25.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",39,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",28,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",9,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",31,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",12,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",40,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",23,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",30,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",31.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",21.5,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",23,0,"present"
"Lone Rock Point",2025-03-17,"2025","present",24,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",35.5,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",36.5,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",15,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",31.5,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",46,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",37.5,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",26,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",33,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",34.5,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",20,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",37,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",31,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",39,0,"present"
"Bedwell Bay",2025-03-17,"2025","present",31,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",11.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",7,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",28,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",3.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",6.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",9,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",25,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",6.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",25.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",20,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",11,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",11,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",18,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",10.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",25,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",28.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",11.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",7.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",6,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",8,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",12,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",14,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",6.5,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",9,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",10,0,"present"
"Grey Rocks Island",2025-03-19,"2025","present",25.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",30,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",28,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",9,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",12,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",11,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",27.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",9.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",32,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",30,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",10.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",29.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",11.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",39,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",58,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",10,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",14,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",49.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",30.5,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",27,0,"present"
"Belcarra Bay",2025-03-26,"2025","present",7,0,"present"
"Best Point",2025-03-26,"2025","present",23.5,0,"present"
"Best Point",2025-03-26,"2025","present",18,0,"present"
"Best Point",2025-03-26,"2025","present",12.5,0,"present"
"Best Point",2025-03-26,"2025","present",26,0,"present"
"Best Point",2025-03-26,"2025","present",12.5,0,"present"
"Best Point",2025-03-26,"2025","present",12,0,"present"
"Best Point",2025-03-26,"2025","present",23,0,"present"
"Best Point",2025-03-26,"2025","present",23,0,"present"
"Best Point",2025-03-26,"2025","present",27,0,"present"
"Best Point",2025-03-26,"2025","present",20.5,0,"present"
"Best Point",2025-03-26,"2025","present",18,0,"present"
"Best Point",2025-03-26,"2025","present",38,0,"present"
"Best Point",2025-03-26,"2025","present",29,0,"present"
"Best Point",2025-03-26,"2025","present",34.5,0,"present"
"Best Point",2025-03-26,"2025","present",38,0,"present"
"Best Point",2025-03-26,"2025","present",22,0,"present"
"Best Point",2025-03-26,"2025","present",20.5,0,"present"
"Best Point",2025-03-26,"2025","present",39,0,"present"
"Best Point",2025-03-26,"2025","present",15.5,0,"present"
"Best Point",2025-03-26,"2025","present",32,0,"present"
"Best Point",2025-03-26,"2025","present",16,0,"present"
"Best Point",2025-03-26,"2025","present",23,0,"present"
"Best Point",2025-03-26,"2025","present",28,0,"present"
"Best Point",2025-03-26,"2025","present",17,0,"present"
"Best Point",2025-03-26,"2025","present",23,0,"present"
"Cate's Park",2025-03-31,"2025","present",9.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",15,0,"present"
"Cate's Park",2025-03-31,"2025","present",25.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",10.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",12.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",12,0,"present"
"Cate's Park",2025-03-31,"2025","present",13,0,"present"
"Cate's Park",2025-03-31,"2025","present",25,0,"present"
"Cate's Park",2025-03-31,"2025","present",10.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",12.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",11,0,"present"
"Cate's Park",2025-03-31,"2025","present",15,0,"present"
"Cate's Park",2025-03-31,"2025","present",14,0,"present"
"Cate's Park",2025-03-31,"2025","present",35,0,"present"
"Cate's Park",2025-03-31,"2025","present",28,0,"present"
"Cate's Park",2025-03-31,"2025","present",14,0,"present"
"Cate's Park",2025-03-31,"2025","present",14.5,0,"present"
"Cate's Park",2025-03-31,"2025","present",32,0,"present"
"Cate's Park",2025-03-31,"2025","present",12,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",12,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",12,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",9.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",22,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",39,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",28,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",12.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",5.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",12,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",39,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",11,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",12.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",10.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",27.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",10.2,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",9,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",20,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",9,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",35,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",6,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",14,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",15.5,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",10,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",23,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",11,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",10,0,"present"
"Belcarra Bay",2025-03-31,"2025","present",10,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",37,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",30,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",32,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",35,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",41,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",46,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",36,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",42,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",36.5,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",27,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",32,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",41.5,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",14,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",39.5,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",30,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",29,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",17.5,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",15,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",16,0,"present"
"Bedwell Bay",2025-04-05,"2025","present",30.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",9.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",13.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",9,0,"present"
"Cate's Park",2025-04-09,"2025","present",12.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",11,0,"present"
"Cate's Park",2025-04-09,"2025","present",9,0,"present"
"Cate's Park",2025-04-09,"2025","present",10,0,"present"
"Cate's Park",2025-04-09,"2025","present",13.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",11.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",14,0,"present"
"Cate's Park",2025-04-09,"2025","present",11.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",9.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",12,0,"present"
"Cate's Park",2025-04-09,"2025","present",40,0,"present"
"Cate's Park",2025-04-09,"2025","present",12.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",10,0,"present"
"Cate's Park",2025-04-09,"2025","present",34.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",73.5,0,"present"
"Cate's Park",2025-04-09,"2025","present",14,0,"present"
"Cate's Park",2025-04-09,"2025","present",19,0,"present"
"Cate's Park",2025-04-09,"2025","present",13,0,"present"
"Cate's Park",2025-04-09,"2025","present",25,0,"present"
"Cate's Park",2025-04-09,"2025","present",13.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",24,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",10,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",6.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",33,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",28,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",11,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",9,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",12,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",30,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",18,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",12,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",9,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",9.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",4,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",10.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",14,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",12.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",38,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",12,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",14,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",7,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",9,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",20,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",23,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",16,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",12.5,0,"present"
"Grey Rocks Island",2025-04-09,"2025","present",8,0,"present"
